rank,finalWorth,category,personName,age,country,city,source,selfMade,gender,lastName,firstName
818,3500,Food & Beverage,Leng Youbin,54,China,Beijing,Infant formula,TRUE,M,Leng,Youbin
818,3500,Finance & Investments,Daniel Loeb,61,United States,New York,Hedge funds,TRUE,M,Loeb,Daniel
818,3500,Food & Beverage,Margarita Louis-Dreyfus & family,60,Switzerland,Davos,Commodities,FALSE,F,Louis-Dreyfus,Margarita
818,3500,Healthcare,Prasert Prasarttong-Osoth,90,Thailand,Bangkok,Hospitals,TRUE,M,Prasarttong-Osoth,Prasert
818,3500,Finance & Investments,Ira Rennert,88,United States,New York,Investments,TRUE,M,Rennert,Ira
818,3500,Fashion & Retail,Dirk Rossmann & family,76,Germany,Lower-Saxony,Drugstores,TRUE,M,Rossmann,Dirk
818,3500,Construction & Engineering,Arkady Rotenberg,71,Russia,Moscow,"Construction, pipes, banking",TRUE,M,Rotenberg,Arkady
818,3500,Fashion & Retail,Remo Ruffini,61,Italy,Como,Winter jackets,TRUE,M,Ruffini,Remo
818,3500,Healthcare,Karin Sartorius-Herbst,0,Germany,Northeim,Biopharmaceuticals,FALSE,F,Sartorius-Herbst,Karin
818,3500,Automotive,Vivek Chaand Sehgal,66,India,Delhi,Auto parts,TRUE,M,Sehgal,Vivek Chaand
818,3500,Finance & Investments,Scott Shleifer,45,United States,New York,Private equity,TRUE,M,Shleifer,Scott
818,3500,Technology,Thomas Siebel,70,United States,Woodside,Business software,TRUE,M,Siebel,Thomas
818,3500,Manufacturing,Wim van der Leegte & family,75,Netherlands,Eindhoven,Manufacturing,FALSE,M,van der Leegte,Wim
818,3500,Diversified,Xiao Yongming & family,58,China,Beijing,Fertilizer,TRUE,M,Xiao,Yongming
818,3500,Technology,Michael Xie,54,United States,Los Altos Hills,Cybersecurity,TRUE,M,Xie,Michael
818,3500,Logistics,Yang Shaopeng,65,China,Qingdao,Shipping,TRUE,M,Yang,Shaopeng
818,3500,Fashion & Retail,Nicoletta Zampillo,65,Monaco,Monaco,Eyeglasses,FALSE,F,Zampillo,Nicoletta
818,3500,Manufacturing,Barry Zekelman,56,Canada,Windsor,Steel,FALSE,M,Zekelman,Barry
852,3400,Finance & Investments,William Ackman,56,United States,New York,Hedge funds,TRUE,M,Ackman,William
852,3400,Energy,Somphote Ahunai,55,Thailand,Bangkok,Renewable energy,TRUE,M,Ahunai,Somphote
852,3400,Metals & Mining,Igor Altushkin,52,Russia,Yekaterinburg,Metals,TRUE,M,Altushkin,Igor
852,3400,Food & Beverage,Ramon Ang,69,Philippines,Manila,Diversified,TRUE,M,Ang,Ramon
852,3400,Food & Beverage,Acharya Balkrishna,50,India,Haridwar,Consumer goods,TRUE,M,Balkrishna,Acharya
852,3400,Manufacturing,Markus Blocher,52,Switzerland,Wilen bei Wollerau,Chemicals,FALSE,M,Blocher,Markus
852,3400,Diversified,Richard Branson,72,British Virgin Islands,Necker Island,Virgin,TRUE,M,Branson,Richard
852,3400,Finance & Investments,Cho Jung-ho,64,South Korea,Seoul,Finance,FALSE,M,Cho,Jung-ho
852,3400,Food & Beverage,Alessandra Garavoglia,63,Italy,Milan,Spirits,FALSE,F,Garavoglia,Alessandra
852,3400,Fashion & Retail,Laurence Graff & family,84,Switzerland,Gstaad,Diamond jewelry,TRUE,M,Graff,Laurence
852,3400,Media & Entertainment,"Amos Hostetter, Jr.",86,United States,Boston,Cable television,TRUE,M,Hostetter,Amos
852,3400,Sports,Robert Johnson,75,United States,Palm Beach,"Johnson & Johnson, sports",FALSE,M,Johnson,Robert 
852,3400,Finance & Investments,Steven Klinsky,66,United States,New York,Investments,TRUE,M,Klinsky,Steven
852,3400,Fashion & Retail,William Lauder,62,United States,New York,Estee Lauder,FALSE,M,Lauder,William
852,3400,Food & Beverage,John Middleton,68,United States,Bryn Mawr,Tobacco,FALSE,M,Middleton,John
852,3400,Fashion & Retail,Hiroshi Mikitani,58,Japan,Tokyo,Online retail,TRUE,M,Mikitani,Hiroshi
852,3400,Technology,Bob Parsons,72,United States,Scottsdale,Web hosting,TRUE,M,Parsons,Bob
852,3400,Finance & Investments,J. Joe Ricketts & family,81,United States,Little Jackson Hole,TD Ameritrade,TRUE,M,Ricketts,J. Joe
852,3400,Real Estate,Herb Simon,88,United States,Indianapolis,Real estate,TRUE,M,Simon,Herb
852,3400,Healthcare,Leena Tewari,65,India,Mumbai,Pharmaceuticals,FALSE,F,Tewari,Leena
852,3400,Media & Entertainment,Stefan von Holtzbrinck,59,Germany,Stuttgart,Publishing,FALSE,M,von Holtzbrinck,Stefan
852,3400,Food & Beverage,Hans Peter Wild,81,Switzerland,Zug,Flavorings,FALSE,M,Wild,Hans Peter
852,3400,Healthcare,Wu Guanjiang & family,54,China,Chongqing,Pharmaceuticals,TRUE,M,Wu,Guanjiang
852,3400,Technology,Yi Zheng,52,China,Hangzhou,Software,TRUE,M,Yi,Zheng
852,3400,Technology,Eric Yuan & family,53,United States,Santa Clara,Zoom Video Communications,TRUE,M,Yuan,Eric
852,3400,Media & Entertainment,Charles Zegar,75,United States,New York,Bloomberg LP,TRUE,M,Zegar,Charles
878,3300,Construction & Engineering,Mohed Altrad,75,France,Montpellier,"Scaffolding, cement mixers",TRUE,M,Altrad,Mohed
878,3300,Finance & Investments,John Arnold,49,United States,Houston,Hedge funds,TRUE,M,Arnold,John
878,3300,Manufacturing,Bill Austin,81,United States,Brownsville,Hearing aids,TRUE,M,Austin,Bill
878,3300,Manufacturing,Chen Shibin,56,China,Lianyungang,Quartz products,TRUE,M,Chen,Shibin
878,3300,Food & Beverage,Bennett Dorrance,77,United States,Paradise Valley,Campbell Soup,FALSE,M,Dorrance,Bennett
878,3300,Food & Beverage,Walter Faria,68,Brazil,Rio de Janeiro,Beer,TRUE,M,Faria,Walter
878,3300,Automotive,Walter Frey,79,Switzerland,Küsnacht,Car dealerships,FALSE,M,Frey,Walter
878,3300,Technology,Fu Liquan & family,55,China,Hangzhou,Surveillance equipment,TRUE,M,Fu,Liquan
878,3300,Real Estate,John Gandel,88,Australia,Melbourne,Shopping malls,FALSE,M,Gandel,John
878,3300,Construction & Engineering,Peter Gilgan,72,Canada,Oakville,Homebuilding,TRUE,M,Gilgan,Peter
878,3300,Diversified,Kwek Leng Beng,82,Singapore,Singapore,Diversified,FALSE,M,Kwek,Leng Beng
878,3300,Finance & Investments,Pablo Legorreta,59,United States,Sag Harbor,Investments,TRUE,M,Legorreta,Pablo
878,3300,Media & Entertainment,Arnon Milchan,78,Israel,Tel Aviv,Movie making,TRUE,M,Milchan,Arnon
878,3300,Fashion & Retail,Akio Nitori,79,Japan,Hokkaido,Home furnishings,TRUE,M,Nitori,Akio
878,3300,Metals & Mining,Julio Ponce Lerou,77,Chile,Santiago,Fertilizer,TRUE,M,Ponce Lerou,Julio
878,3300,Finance & Investments,Rodger Riney & family,77,United States,St. Louis,Discount brokerage,TRUE,M,Riney,Rodger
878,3300,Diversified,Phil Ruffin,88,United States,Las Vegas,"Casinos, real estate",TRUE,M,Ruffin,Phil
878,3300,Telecom,Naguib Sawiris,68,Egypt,Cairo,Telecom,FALSE,M,Sawiris,Naguib
878,3300,Finance & Investments,Neil Shen,55,China,Hong Kong,Venture capital,TRUE,M,Shen,Neil
878,3300,Technology,Gil Shwed,54,Israel,Tel Aviv,Software,TRUE,M,Shwed,Gil
878,3300,Finance & Investments,Stephen Smith,71,Canada,Toronto,Finance and investments,TRUE,M,Smith,Stephen
878,3300,Finance & Investments,Nik Storonsky,38,United Kingdom,London,Fintech,TRUE,M,Storonsky,Nik
878,3300,Finance & Investments,Jeffrey Talpins,48,United States,Larchmont,Hedge fund,TRUE,M,Talpins,Jeffrey
878,3300,Finance & Investments,Carl Thoma,74,United States,Dallas,Investments,TRUE,M,Thoma,Carl
878,3300,Manufacturing,Todd Wanek,59,United States,St. Petersburg,Furniture,FALSE,M,Wanek,Todd
878,3300,Manufacturing,Xue Hua,53,China,Guangzhou,Agribusiness,TRUE,M,Xue,Hua
878,3300,Fashion & Retail,Takao Yasuda,73,Singapore,Singapore,Retail,TRUE,M,Yasuda,Takao
905,3200,Food & Beverage,Karen Virginia Beckmann Legoretta,53,Blank,Blank,Tequila,FALSE,F,Beckmann Legoretta,Karen Virginia
905,3200,Fashion & Retail,Giuliana Benetton,85,Italy,Treviso,"Fashion retail, investments",TRUE,F,Benetton,Giuliana
905,3200,Fashion & Retail,Luciano Benetton,87,Italy,Ponzano Veneto,"Fashion retail, investments",TRUE,M,Benetton,Luciano
905,3200,Manufacturing,Arun Bharat Ram,82,India,Delhi,Chemicals,FALSE,M,Bharat Ram,Arun
905,3200,Finance & Investments,Ron Burkle,70,United Kingdom,London,"Supermarkets, investments",TRUE,M,Burkle,Ron
905,3200,Manufacturing,Chen Kaixuan,64,China,Guangzhou,Household chemicals,TRUE,M,Chen,Kaixuan
905,3200,Fashion & Retail,Brunello Cucinelli & family,69,Italy,Solomeo,Fashion,TRUE,M,Cucinelli,Brunello
905,3200,Manufacturing,Antonio Del Valle Ruiz & family,84,Mexico,Mexico City,Chemicals,TRUE,M,Del Valle Ruiz,Antonio
905,3200,Healthcare,Gustavo Denegri & family,86,Italy,torino,Biotech,TRUE,M,Denegri,Gustavo
905,3200,Automotive,Dong Jinggui,53,China,Wuxi,Electric scooters,TRUE,M,Dong,Jinggui
905,3200,Media & Entertainment,Charles Ergen,70,United States,Denver,Satellite TV,TRUE,M,Ergen,Charles
905,3200,Technology,David Filo,56,United States,Palo Alto,Yahoo,TRUE,M,Filo,David
905,3200,Logistics,Lindsay Fox,85,Australia,Melbourne,"Logistics, real estate",TRUE,M,Fox,Lindsay
905,3200,Fashion & Retail,Sergei Galitsky,55,Russia,Krasnodar,Retail,TRUE,M,Galitsky,Sergei
905,3200,Technology,Senapathy Gopalakrishnan,67,India,Bangalore,Software services,TRUE,M,Gopalakrishnan,Senapathy
905,3200,Fashion & Retail,Luciano Hang,60,Brazil,Brusque,Department stores,TRUE,M,Hang,Luciano
905,3200,Finance & Investments,Michael Hintze,69,United Kingdom,London,Investment,TRUE,M,Hintze,Michael
905,3200,Healthcare,Hu Baifan,60,China,Shaoxing,Pharmaceuticals,TRUE,M,Hu,Baifan
905,3200,Finance & Investments,Hamilton James & family,71,United States,New York,Investments,TRUE,M,James,Hamilton
905,3200,Technology,Lee Boo-jin,52,South Korea,Seoul,Samsung,FALSE,F,Lee,Boo-jin
905,3200,Manufacturing,Li Liangbin,55,China,Xinyu,Lithium,TRUE,M,Li,Liangbin
905,3200,Manufacturing,Liang Feng,54,China,Shanghai,Manufacturing,TRUE,M,Liang,Feng
905,3200,Healthcare,Samir Mehta,59,India,Ahmedabad,"Pharmaceuticals, power",FALSE,M,Mehta,Samir
905,3200,Healthcare,Sudhir Mehta,68,India,Ahmedabad,"Pharmaceuticals, power",FALSE,M,Mehta,Sudhir
905,3200,Metals & Mining,Aristotelis Mistakidis,61,Switzerland,Zug,"Mining, commodities",TRUE,M,Mistakidis,Aristotelis
905,3200,Real Estate,Geoffrey Palmer,72,United States,Beverly Hills,Real estate,FALSE,M,Palmer,Geoffrey
905,3200,Automotive,Roger Penske,86,United States,Birmingham,Cars,TRUE,M,Penske,Roger
905,3200,Construction & Engineering,Ravi Pillai,69,United Arab Emirates,Dubai,Construction,TRUE,M,Pillai,Ravi
905,3200,Finance & Investments,David Rubenstein,73,United States,Bethesda,Private equity,TRUE,M,Rubenstein,David
905,3200,Food & Beverage,Hilton Schlosberg,70,United States,Irvine,Energy drinks,TRUE,M,Schlosberg,Hilton
905,3200,Service,Klaus-Peter Schulenberg,71,Germany,Bremen,Ticketing service,TRUE,M,Schulenberg,Klaus-Peter
905,3200,Energy,Lynn Schusterman & family,84,United States,Tulsa,"Oil & gas, investments",FALSE,F,Schusterman,Lynn
905,3200,Manufacturing,Isabella Seràgnoli,77,Italy,Bologna,Packaging,FALSE,F,Seràgnoli,Isabella
905,3200,Fashion & Retail,Shen Guojun,60,China,Beijing,Retail,TRUE,M,Shen,Guojun
905,3200,Finance & Investments,Warren Stephens,66,United States,Little Rock,Investment banking,FALSE,M,Stephens,Warren
905,3200,Healthcare,Pat Stryker,66,United States,Fort Collins,Medical equipment,FALSE,F,Stryker,Pat
905,3200,Logistics,Roman Trotsenko,52,Russia,Moscow,"Transport, engineering, real estate",TRUE,M,Trotsenko,Roman
905,3200,Technology,Harald Tschira,48,Germany,Heidelberg,Software,FALSE,M,Tschira,Harald
905,3200,Technology,Udo Tschira,53,Germany,Wiesloch,Software,FALSE,M,Tschira,Udo
905,3200,Finance & Investments,Vincent Viola,67,United States,New York,Electronic trading,TRUE,M,Viola,Vincent
905,3200,Food & Beverage,Wu Shaoxun,67,China,Daye,Wine,TRUE,M,Wu,Shaoxun
905,3200,Gambling & Casinos,Steve Wynn,81,United States,Palm Beach,"Casinos, hotels",TRUE,M,Wynn,Steve
905,3200,Gambling & Casinos,Jon Yarbrough,65,United States,Franklin,Video games,TRUE,M,Yarbrough,Jon
905,3200,Manufacturing,Zhou Bajin,87,China,Changzhou,Auto parts,TRUE,M,Zhou,Bajin
949,3100,Manufacturing,Cho Tak Wong,76,China,Fuqing,Auto parts,TRUE,M,Cho,Tak Wong
949,3100,Gambling & Casinos,John Coates,53,United Kingdom,Stoke-On-Trent,Online gambling,TRUE,M,Coates,John
949,3100,Finance & Investments,Ryan Cohen,37,United States,Bal Harbour,Investments,TRUE,M,Cohen,Ryan
949,3100,Food & Beverage,Deng Wen,55,China,Chengdu,Flavorings,TRUE,M,Deng,Wen
949,3100,Manufacturing,Gurbachan Singh Dhingra,72,India,Delhi,Paints,TRUE,M,Dhingra,Gurbachan Singh
949,3100,Manufacturing,Kuldip Singh Dhingra,75,India,Delhi,Paints,TRUE,M,Dhingra,Kuldip Singh
949,3100,Finance & Investments,Martin Ebner,77,Switzerland,Wilen,Investments,TRUE,M,Ebner,Martin
949,3100,Manufacturing,Charles Edelstenne,85,France,Paris,Aviation,TRUE,M,Edelstenne,Charles
949,3100,Real Estate,Sergei Gordeev,50,Russia,Moscow,Real estate,TRUE,M,Gordeev,Sergei
949,3100,Media & Entertainment,Jeff T. Green,46,United States,Newbury Park,Digital advertising,TRUE,M,Green,Jeff T.
949,3100,Technology,Reed Hastings,62,United States,Santa Cruz,Netflix,TRUE,M,Hastings,Reed
949,3100,Service,Bertil Hult,82,Switzerland,Lucerne,Education,TRUE,M,Hult,Bertil
949,3100,Fashion & Retail,Miguel Krigsner,73,Brazil,Sao Jose dos Pinhais,Cosmetics,TRUE,M,Krigsner,Miguel
949,3100,Manufacturing,Kuok Khoon Hong,73,Singapore,Singapore,Palm oil,FALSE,M,Kuok,Khoon Hong
949,3100,Fashion & Retail,Aerin Lauder,52,United States,New York,Estee Lauder,FALSE,F,Lauder,Aerin
949,3100,Food & Beverage,Sheldon Lavin,90,United States,Highland Park,Meat processing,TRUE,M,Lavin,Sheldon
949,3100,Manufacturing,Yin Yee Lee,71,Hong Kong,Hong Kong,Glass,TRUE,M,Lee,Yin Yee
949,3100,Manufacturing,Vladimir Litvinenko & family,67,Russia,Saint Petersburg,Chemical industry,TRUE,M,Litvinenko,Vladimir
949,3100,Metals & Mining,Daniel Mate,59,Switzerland,Kanton Schwyz,"Mining, commodities",TRUE,M,Mate,Daniel
949,3100,Fashion & Retail,Ravi Modi,46,India,Kolkata,Readymade garments,TRUE,M,Modi,Ravi
949,3100,Diversified,Farhad Moshiri,67,Monaco,Monaco,Diversified,TRUE,M,Moshiri,Farhad
949,3100,Finance & Investments,Jonathan Nelson,66,United States,Providence,Private equity,TRUE,M,Nelson,Jonathan
949,3100,Real Estate,Or Wai Sheun,71,Hong Kong,Hong Kong,Real estate,TRUE,M,Or,Wai Sheun
949,3100,Real Estate,Katharina Otto-Bernstein,59,United States,New York,Real estate,FALSE,F,Otto-Bernstein,Katharina
949,3100,Finance & Investments,Sergei Popov,51,Switzerland,Blank,Banking,TRUE,M,Popov,Sergei
949,3100,Finance & Investments,Penny Pritzker,63,United States,Chicago,"Hotels, investments",FALSE,F,Pritzker,Penny
949,3100,Diversified,Theodore Rachmat,79,Indonesia,Jakarta,Diversified,FALSE,M,Rachmat,Theodore
949,3100,Fashion & Retail,Renzo Rosso & family,67,Italy,Bassano del Grappa,Fashion,TRUE,M,Rosso,Renzo
949,3100,Media & Entertainment,Friede Springer,80,Germany,Berlin,Publishing,FALSE,F,Springer,Friede
949,3100,Real Estate,Rita Tong Liu,74,Hong Kong,Hong Kong,Real estate,TRUE,F,Tong Liu,Rita
949,3100,Finance & Investments,Timur Turlov,35,Kazakhstan,Almaty,Stock brokerage,TRUE,M,Turlov,Timur
949,3100,Fashion & Retail,Frank VanderSloot,74,United States,Idaho Falls,"Nutrition, wellness products",TRUE,M,VanderSloot,Frank
949,3100,Media & Entertainment,Yoo Jung-hyun,53,South Korea,Jeju-do,Online games,TRUE,F,Yoo,Jung-hyun
982,3000,Diversified,Abdulla bin Ahmad Al Ghurair & family,0,United Arab Emirates,Dubai,Diversified,FALSE,M,Al Ghurair,Abdulla bin Ahmad
982,3000,Diversified,Semahat Sevim Arsel,94,Turkey,Istanbul,Diversified,FALSE,F,Arsel,Semahat Sevim
982,3000,Real Estate,Nicolas Berggruen,61,United States,Beverly Hills,"Real estate, investments",FALSE,M,Berggruen,Nicolas
982,3000,Energy,George Bishop,85,United States,The Woodlands,Oil & gas,TRUE,M,Bishop,George
982,3000,Automotive,Norman Braman,90,United States,Miami,"Art, car dealerships",TRUE,M,Braman,Norman
982,3000,Technology,Eva Maria Bucher-Haefner,66,Switzerland,Zurich,"Software, investments",FALSE,F,Bucher-Haefner,Eva Maria
982,3000,Healthcare,Cai Dongchen,70,China,Luancheng,Pharmaceuticals,TRUE,M,Cai,Dongchen
982,3000,Food & Beverage,Jean-Pierre Cayard,80,France,Paris,Spirits,FALSE,M,Cayard,Jean-Pierre
982,3000,Real Estate,Chan Tan Ching-fen,0,Hong Kong,Hong Kong,Real estate,FALSE,F,Chan,Tan Ching-fen
982,3000,Fashion & Retail,Todd Christopher,60,United States,Clearwater,Hair care products,TRUE,M,Christopher,Todd
982,3000,Real Estate,Mang Yee Chu & family,63,China,Guangzhou,Real estate,TRUE,M,Chu,Mang Yee
982,3000,Finance & Investments,"William Conway, Jr.",73,United States,McLean,Private equity,TRUE,M,Conway,William
982,3000,Fashion & Retail,Jean Coutu & family,95,Canada,Montreal,Drugstores,TRUE,M,Coutu,Jean
982,3000,Automotive,Catheline Perier D'Ieteren,78,Blank,Blank,"Auto parts, distribution",FALSE,F,D'Ieteren,Catheline Perier
982,3000,Real Estate,"Edward DeBartolo, Jr.",76,United States,Tampa,Shopping centers,FALSE,M,DeBartolo,Edward
982,3000,Finance & Investments,Stephen Deckoff,57,United States,St. John,Private equity,TRUE,M,Deckoff,Stephen
982,3000,Metals & Mining,Feng Hailiang,62,China,Zhuji,"Copper, education",TRUE,M,Feng,Hailiang
982,3000,Automotive,"Ernest Garcia, II.",65,United States,Tempe,Used cars,TRUE,M,Garcia,Ernest
982,3000,Food & Beverage,Sam Goi,76,Singapore,Singapore,Frozen foods,TRUE,M,Goi,Sam
982,3000,Diversified,Carlos Hank Rhon,75,Mexico,Mexico City,Banking,FALSE,M,Hank Rhon,Carlos
982,3000,Manufacturing,Susan Carol Holland,66,Italy,Milan,Hearing aids,FALSE,F,Holland,Susan Carol
982,3000,Real Estate,Hui Ka Yan,64,China,Shenzhen,Real estate,TRUE,M,Hui,Ka Yan
982,3000,Manufacturing,Vivek Jain,67,India,Delhi,Chemicals,FALSE,M,Jain,Vivek
982,3000,Fashion & Retail,Friedrich Knapp,71,Germany,Brunswick,Fashion retail,TRUE,M,Knapp,Friedrich
982,3000,Healthcare,Egor Kulkov,51,Switzerland,Grimisuat,Pharmaceuticals,TRUE,M,Kulkov,Egor
982,3000,Fashion & Retail,Lin Ming-hsiung,73,Taiwan,Taipei,Supermarkets,TRUE,M,Lin,Ming-hsiung
982,3000,Technology,Lin Xiucheng & family,67,China,Xiamen,Electronics,TRUE,M,Lin,Xiucheng
982,3000,Food & Beverage,Harsh Mariwala,71,India,Mumbai,Consumer goods,FALSE,M,Mariwala,Harsh
982,3000,Healthcare,Gilles Martin,59,France,Nantes,Laboratory services,TRUE,M,Martin,Gilles
982,3000,Healthcare,Maja Oeri,68,Switzerland,Basel,Pharmaceuticals,FALSE,F,Oeri,Maja
982,3000,Finance & Investments,John Paulson,67,United States,New York,Hedge funds,TRUE,M,Paulson,John
982,3000,Healthcare,Ajay Piramal,67,India,Mumbai,Pharmaceuticals,FALSE,M,Piramal,Ajay
982,3000,Fashion & Retail,Guanghe Qiu & family,71,China,Wenzhou,Fashion retail,TRUE,M,Qiu,Guanghe
982,3000,Fashion & Retail,Stephen Rubin,86,United Kingdom,London,Sports apparel,FALSE,M,Rubin,Stephen
982,3000,Food & Beverage,Robert Sands,64,United States,Delray Beach,Liquor,FALSE,M,Sands,Robert
982,3000,Real Estate,Erik Selin,55,Sweden,Göteborg,Real estate,TRUE,M,Selin,Erik
982,3000,Food & Beverage,Yonghong Shi & family,54,China,Chengdu,Restaurants,TRUE,M,Shi,Yonghong
982,3000,Manufacturing,Martua Sitorus,63,Singapore,Singapore,Palm oil,TRUE,M,Sitorus,Martua
982,3000,Diversified,Guangxin Sun,60,China,Urumqi,Diversified,TRUE,M,Sun,Guangxin
982,3000,Diversified,Sukanto Tanoto,73,Singapore,Singapore,Diversified,TRUE,M,Tanoto,Sukanto
982,3000,Service,Sunny Varkey,65,United Arab Emirates,Dubai,Education,FALSE,M,Varkey,Sunny
982,3000,Media & Entertainment,Gang Ye,42,Singapore,Singapore,Gaming,TRUE,M,Ye,Gang
982,3000,Healthcare,Ye Xiaoping,60,China,Hangzhou,Pharmaceuticals,TRUE,M,Ye,Xiaoping
982,3000,Finance & Investments,Lei Zhang,50,Hong Kong,Hong Kong,Investments,TRUE,M,Zhang,Lei
982,3000,Manufacturing,Zhu Gongshan & family,65,China,Shanghai,Solar panel materials,TRUE,M,Zhu,Gongshan
1027,2900,Fashion & Retail,Isak Andic & family,69,Spain,Barcelona,Fashion retail,TRUE,M,Andic,Isak
1027,2900,Automotive,Alberto Bombassei,82,Italy,Bergamo,Automotive brakes,FALSE,M,Bombassei,Alberto
1027,2900,Healthcare,Cao Longxiang & family,65,China,Taixing,Pharmaceuticals,TRUE,M,Cao,Longxiang
1027,2900,Real Estate,"Roy Carroll, II.",60,United States,Greensboro,Real estate,TRUE,M,Carroll,Roy
1027,2900,Telecom,John Caudwell,70,United Kingdom,Stoke-on-Trent,Mobile phones,TRUE,M,Caudwell,John
1027,2900,Technology,James Clark,79,United States,Palm Beach,"Netscape, investments",TRUE,M,Clark,James
1027,2900,Fashion & Retail,Jacques D'Amours,66,Canada,Montreal,Convenience stores,TRUE,M,D'Amours,Jacques
1027,2900,Fashion & Retail,John Paul DeJoria,78,United States,Austin,"Hair products, tequila",TRUE,M,DeJoria,John Paul
1027,2900,Sports,Bernard Ecclestone & family,92,United Kingdom,London,Formula One,TRUE,M,Ecclestone,Bernard
1027,2900,Technology,Michael Federmann & family,79,Israel,Tel Aviv,"Defense, hotels",TRUE,M,Federmann,Michael
1027,2900,Media & Entertainment,Kenneth Feld & family,74,United States,Sarasota,Live entertainment,FALSE,M,Feld,Kenneth
1027,2900,Manufacturing,Gu Yuhua & family,73,China,Hangzhou,Furniture,TRUE,M,Gu,Yuhua
1027,2900,Construction & Engineering,Otto Happel,75,Switzerland,Luzerne,Engineering,FALSE,M,Happel,Otto
1027,2900,Healthcare,Gudrun Heine,68,Germany,Ohningen,Medical devices,FALSE,F,Heine,Gudrun
1027,2900,Real Estate,Donald Horton & family,73,United States,Fort Worth,Homebuilding,TRUE,M,Horton,Donald
